"year","Region","HabitatType","DepthZone","SID","Reg_SID","Gear","DataSource","FL_cm"
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",35.8816
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",37.3632
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",37.7336
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",38.104
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",38.7522
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",41.2524
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",45.049
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",46.8084
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",11.6204
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",11.5278
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",11.6204
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",11.25
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.9564
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.7518
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.3814
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.548
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",38.104
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",65.6988
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4926
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",29.307
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",38.104
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.7886
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.7898
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",47.827
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",24.7696
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",26.1586
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",22.6398
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",30.696
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",29.2144
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.1222
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",42.1784
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",48.29
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",39.2152
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",40.419
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",33.1962
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",25.7882
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",26.8994
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",45.1416
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",27.7328
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",40.9746
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",24.7696
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",27.8254
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",25.3252
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",35.6038
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",38.3818
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",43.3822
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",60.0502
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",58.1056
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",27.8254
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",39.493
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",28.2884
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",41.6228
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.1222
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",44.6786
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",40.7894
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",33.937
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.7704
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",38.8448
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",22.9176
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",29.2144
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",28.7514
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",33.937
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",50.142
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",48.8456
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",44.123
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",29.4922
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",40.7894
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",41.2524
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",48.3826
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",24.5844
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",36.3446
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",24.4918
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",30.9738
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",46.1602
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",47.0862
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",43.1044
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",40.2338
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.4926
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.6778
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",43.4748
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",29.77
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",32.9184
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",30.696
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",31.3442
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",33.011
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.5484
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.5666
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.3446
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",31.3442
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.8258
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.1036
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",31.2516
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",69.4028
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.8076
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",35.326
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",65.2358
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.1598
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.011
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.2706
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.548
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.1594
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",39.4004
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",54.9572
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.2512
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",41.4376
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",34.6778
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",29.4922
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",36.0668
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.9548
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.14
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.6216
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.6216
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.7142
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.1772
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.6402
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.6402
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.2884
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",29.1218
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.0478
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.5108
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.9738
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",31.8072
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.548
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.715
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",40.0486
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.5302
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.808
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",43.5674
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",64.6802
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",46.8084
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.1598
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",51.3458
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",50.7902
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",58.939
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",40.2338
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",55.4202
"2018","Florida","NR","Unknown","Central","FL_C","ROV","UF",71.5326
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.455
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.1222
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.0288
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.2326
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.9734
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.8622
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.2512
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.455
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.1222
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.0288
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.2326
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.9734
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.8622
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.2512
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.455
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.1222
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.0288
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.2326
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.9734
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.8622
"2019","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.2512
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.844
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4926
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.474
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.844
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4926
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.474
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.844
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4926
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.474
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.2148
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",40.3264
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.2148
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",40.3264
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.2148
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",40.3264
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",50.0494
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",54.5868
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.3628
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",42.4562
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.5678
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.4752
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",51.3458
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",60.0502
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.2156
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.512
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.2342
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",50.0494
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",54.5868
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.3628
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",42.4562
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.5678
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.4752
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",51.3458
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",60.0502
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.2156
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.512
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.2342
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",50.0494
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",54.5868
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.3628
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",42.4562
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.5678
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.4752
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",51.3458
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",61.4392
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",60.0502
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.2156
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.512
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",45.2342
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",88.9414
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",88.9414
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",88.9414
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",16.4356
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",14.8614
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",16.4356
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",14.8614
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",16.4356
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",14.8614
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",38.6596
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.0854
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",79.1258
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.9932
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",38.6596
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.0854
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",79.1258
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.9932
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",38.6596
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.0854
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",79.1258
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",41.9932
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.6588
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.6588
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.6588
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",91.7194
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",91.7194
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.1036
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.1036
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.1036
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",46.2528
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.7882
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.586
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.3074
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.252
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.178
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.8444
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",46.2528
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.7882
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.586
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.3074
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.252
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.178
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.8444
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",46.2528
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",25.7882
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",44.586
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.3074
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.641
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.252
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",37.178
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.8444
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",65.9766
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.753
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.5286
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.0656
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",74.4958
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",39.6782
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.2884
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.9916
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.7518
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.9738
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.5662
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",52.8274
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.715
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",65.9766
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.753
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.5286
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.0656
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",74.4958
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",39.6782
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.2884
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.9916
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.7518
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.9738
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.5662
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",52.8274
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.715
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",65.9766
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",48.753
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.5286
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.0656
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",74.4958
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",39.6782
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.2884
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.9916
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.7518
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.9738
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.5662
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",33.2888
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",34.4
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",52.8274
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",36.715
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",81.163
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",81.163
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",81.163
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",76.6256
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",76.6256
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",76.6256
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",91.6268
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",91.6268
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",91.6268
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.9366
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.9366
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.9366
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",28.9366
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",85.1448
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",21.1582
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.677
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.7142
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.918
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.3628
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.5108
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",31.7146
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",30.6034
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.8622
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",35.8816
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",32.2702
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",24.677
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",26.7142
"2018","Florida","AR","Unknown","Central","FL_C","ROV","UF",27.918
